垢	-1.015473	5.545057	-9.745707
離	12.13195	4.8127413	-7.2201066
淨	-11.192772	9.857516	-35.96482
穢	-1.987069	5.294324	-8.931092
染	-1.4247309	5.6729546	-9.498154
長	21.698997	-14.7512245	-8.967397
必	25.780313	4.612613	-17.05363
威	12.597716	12.850155	-36.86326
德	12.033595	-15.034569	-16.069092
舊	22.813929	-12.976796	-15.944688
隨	17.668736	22.040163	-22.423294
業	22.508656	16.06174	-17.189068
逐	0.7402073	18.57522	-12.489224
譯	3.437833	-2.3898728	-30.535397
盡	6.0429	-8.885575	-43.162174
兩	28.480942	-10.676594	-15.351942
句	28.426432	-4.721926	-22.844202
茂	-33.1992	-2.7187567	-13.084723
搆	15.560506	-15.709895	-12.658608
尓	29.415312	15.376877	-23.607845
木	-38.969025	-10.628845	-5.400953
松	-28.921747	-17.93127	-9.772948
栢	-32.60316	-19.202847	-10.404146
婆	37.251896	3.9667785	4.900542
娑	30.321375	3.8860576	4.78963
貴	8.203314	12.242272	-16.432299
美	4.081145	12.900249	-21.29775
切	26.684048	8.153223	-20.410133
具	17.403027	23.535666	-28.490372
宜	16.751884	18.53075	-22.47686
數	11.793347	-8.567521	-41.754524
俗	29.414373	-3.1317387	-9.408098
璃	-24.862148	-22.883108	-14.235587
幹	-34.711643	-11.712208	-9.2839155
哥	30.212214	-8.915532	14.2492
且	23.24461	5.02278	-16.781292
琉	-26.537003	-22.787651	-17.325508
吹	-21.453508	8.877419	-11.047515
波	37.140186	3.8110485	4.7454743
柰	27.095026	1.6591027	-1.3551049
6	38.617985	6.445152	-2.57599
冝	16.16111	18.891241	-22.877243
干	30.835987	-9.841745	-2.7085528
牆	-5.749728	-16.391077	-9.768895
椽	-6.4822817	-15.492054	-5.402543
板	-10.314526	-24.349497	-1.5039958
當	27.847536	1.2974757	-16.213268
頭	-9.642853	25.439816	7.422884
楨	-2.5714061	-15.4419365	-29.569464
旁	-1.5661663	2.2091649	-13.470042
扶	3.9218044	31.603842	-12.05271
踈	27.356695	18.302435	-7.8791904
布	-0.84968626	-34.906437	-19.307545
部	27.70879	-8.105345	-25.28232
扌	-10.973175	17.33965	31.38164
麗	0.59210414	18.831684	-19.68144
逸	14.799301	0.69441295	-5.336162
楚	-9.131883	-2.165787	-26.44834
莊	-16.990444	-4.034414	-9.080892
著	26.915964	24.703362	-6.701585
影	-8.609534	6.5713363	-39.400394
萃	13.727925	-12.644681	-22.203814
疾	5.301821	29.649025	6.316895
醉	21.524626	20.429512	1.6219385
聚	9.856593	-5.126981	-10.270187
絡	-13.183416	-4.971179	-6.213484
瓔	-15.273016	-5.4345784	-5.399184
珞	-13.419671	-4.7685738	-6.7482896
並	25.586596	3.650302	-22.806519
似	26.463234	9.894642	-25.24137
石	-22.794477	-5.323191	6.829708
與	29.646597	9.103211	-21.093292
櫻	-29.08027	-8.232921	-10.370267
非	29.199793	8.309971	-17.878387
榭	-25.271591	-12.481685	-11.216916
徐	-2.0050087	-3.1536603	-26.956236
夜	27.653912	-10.625587	-12.271522
闍	28.383629	-5.1649985	3.7122238
臺	-23.011124	-24.888876	-9.821379
屋	-6.060512	-2.2776892	-15.59107
預	-23.743467	8.840829	-29.23716
歇	8.812862	7.0521	3.065457
前	29.085926	-1.8456256	-16.11065
簷	-7.3379636	-10.979913	-9.928291
并	23.984598	-13.138476	-21.678661
都	-5.800992	-3.2095368	-22.486677
砌	-7.6608033	-16.808573	-7.7051797
柳	-32.504406	-8.834637	-10.437357
階	-12.21731	-14.131594	-8.967846
堂	-4.8026505	-2.2903461	-12.659406
級	-12.763866	-14.557796	-8.260213
祀	3.51824	-21.825787	-10.820059
邊	9.796585	-7.678952	-42.799343
面	10.508778	35.63125	7.471806
窓	-5.2440295	-8.608716	-8.0369
戺	-3.2412803	-22.03968	-0.47617742
仕	7.4563932	-5.3730364	-18.983414
劉	1.8608428	-7.190752	-25.94476
兆	6.921433	-7.0736294	-26.382702
儀	13.177798	-2.5871153	-27.952532
備	16.494404	-11.103937	-16.664806
畢	21.567654	-9.308627	-15.023712
燭	-9.593839	2.0944204	-39.483448
瑩	-7.5518727	4.875292	-35.03375
拭	-14.80865	24.363432	8.743682
照	-6.9702344	3.5282128	-39.84333
遐	1.7275205	12.30306	-25.611814
暢	8.309592	7.992838	-30.387682
尔	18.127314	-34.429108	9.232655
赫	-7.4560018	-1.0268601	-38.13586
弈	-7.039631	-3.051466	-37.137245
許	19.69248	9.713066	-17.140339
格	0.14388527	-28.637543	-20.912725
移	2.4734745	27.063032	-16.623077
廾	34.020115	-10.732604	-15.836549
薄	16.735819	13.776109	-20.168524
咸	24.955471	7.0641985	-20.41599
覩	14.809095	28.10314	0.33588704
靡	2.103529	11.927455	-25.571302
亡	9.320814	2.9669983	-5.930214
議	3.8257294	4.5932174	-40.06799
刼	25.141489	-18.703827	-13.876643
羯	40.342148	-2.7896447	7.0759354
魔	4.078964	10.793498	-3.5488188
9	39.005283	7.474428	-3.6813564
藏	16.359821	-28.209366	-21.854391
肚	-5.54681	30.118025	14.776197
肉	-9.672292	26.199833	14.866084
等	29.813053	9.11674	-20.137072
遮	30.03411	2.894174	0.85174793
那	31.35303	-1.6410335	4.2861323
毗	31.887327	4.9691677	1.7115841
應	24.896698	9.728561	-24.85447
廢	15.334875	4.5342546	-10.278108
種	-11.376176	36.095108	-15.3809
眾	11.655062	-2.1716	-3.1459515
㝵	1.7605284	8.097411	-10.652172
理	30.197865	1.5003632	-23.000584
敬	8.14145	4.3495526	-22.355936
畏	7.160047	18.201956	-11.193384
堅	2.2271307	12.069561	3.5182133
須	35.24447	-4.275336	1.7924095
蘇	29.948683	13.031391	10.496497
藥	4.610392	32.312416	9.491583
白	14.990644	-2.871245	-23.51777
熱	-28.91078	11.540685	-13.631555
病	3.7696655	31.131021	7.716352
赤	-17.47205	-8.594854	-2.337233
腫	-2.6858234	31.006798	10.155038
樂	11.230673	23.029129	-21.525015
雲	-22.884842	-0.67082393	-14.045437
尚	35.300076	2.898024	-23.57123
彩	-15.318139	-8.572027	-5.924863
彰	19.019	5.688831	-29.793814
色	-16.500904	-8.823182	-5.496482
b	39.5593	7.2370653	-4.3620467
c	40.019558	7.361615	-3.299953
野	-28.802307	-4.934604	30.223207
櫂	-15.411564	9.378237	-16.528147
